Mod:Item:MetaData, Localized Name
sereneseasons:season_clock, 季节指示器
tinkersaddons:modifier_item:0, 改良宝典
tinkersaddons:modifier_item:1, 铁工具箱
tinkersaddons:modifier_item:2, 金工具箱
tinkersaddons:modifier_item:3, 钻石工具箱
tinkersaddons:modifier_item:4, 末影工具箱
openblocks:ladder, 梯子活板门
openblocks:guide, 建筑指导仪
openblocks:builder_guide, 强化建筑指导仪
openblocks:elevator:0, 电梯
openblocks:elevator:1, 电梯
openblocks:elevator:2, 电梯
openblocks:elevator:3, 电梯
openblocks:elevator:4, 电梯
openblocks:elevator:5, 电梯
openblocks:elevator:6, 电梯
openblocks:elevator:7, 电梯
openblocks:elevator:8, 电梯
openblocks:elevator:9, 电梯
openblocks:elevator:10, 电梯
openblocks:elevator:11, 电梯
openblocks:elevator:12, 电梯
openblocks:elevator:13, 电梯
openblocks:elevator:14, 电梯
openblocks:elevator:15, 电梯
openblocks:elevator_rotating:0, 旋转电梯
openblocks:elevator_rotating:1, 旋转电梯
openblocks:elevator_rotating:2, 旋转电梯
openblocks:elevator_rotating:3, 旋转电梯
openblocks:elevator_rotating:4, 旋转电梯
openblocks:elevator_rotating:5, 旋转电梯
openblocks:elevator_rotating:6, 旋转电梯
openblocks:elevator_rotating:7, 旋转电梯
openblocks:elevator_rotating:8, 旋转电梯
openblocks:elevator_rotating:9, 旋转电梯
openblocks:elevator_rotating:10, 旋转电梯
openblocks:elevator_rotating:11, 旋转电梯
openblocks:elevator_rotating:12, 旋转电梯
openblocks:elevator_rotating:13, 旋转电梯
openblocks:elevator_rotating:14, 旋转电梯
openblocks:elevator_rotating:15, 旋转电梯
openblocks:heal, 治愈方块
openblocks:target, 靶子
openblocks:grave, 墓碑
openblocks:flag:5, 旗子
openblocks:tank, 蓄水槽
openblocks:trophy, 纪念雕像
openblocks:beartrap, 捕兽夹
openblocks:sprinkler, 洒水器
openblocks:cannon, 投掷加农炮
openblocks:vacuum_hopper, 虚空漏斗
openblocks:sponge, 海绵
openblocks:big_button, 大型石按钮
openblocks:big_button_wood, 木质大型按钮
openblocks:imaginary:0, 魔法铅笔
openblocks:imaginary:1, 魔法蜡笔
openblocks:imaginary:1, 魔法蜡笔
openblocks:imaginary:1, 魔法蜡笔
openblocks:imaginary:1, 魔法蜡笔
openblocks:imaginary:1, 魔法蜡笔
openblocks:imaginary:1, 魔法蜡笔
openblocks:imaginary:1, 魔法蜡笔
openblocks:imaginary:1, 魔法蜡笔
openblocks:imaginary:1, 魔法蜡笔
openblocks:imaginary:1, 魔法蜡笔
openblocks:imaginary:1, 魔法蜡笔
openblocks:imaginary:1, 魔法蜡笔
openblocks:imaginary:1, 魔法蜡笔
openblocks:imaginary:1, 魔法蜡笔
openblocks:imaginary:1, 魔法蜡笔
openblocks:imaginary:1, 魔法蜡笔
openblocks:fan, 风扇
openblocks:xp_bottler, 经验装瓶器
openblocks:village_highlighter, 村庄高亮仪
openblocks:path, 铺路石
openblocks:auto_anvil, 自动铁砧
openblocks:auto_enchantment_table, 自动附魔台
openblocks:xp_drain, 经验地漏
openblocks:block_breaker, 方块采掘器
openblocks:block_placer, 方块放置器
openblocks:item_dropper, 物品投掷器
openblocks:rope_ladder, 绳梯
openblocks:donation_station, 捐助站
openblocks:paint_mixer, 调色器
openblocks:canvas, 画布
openblocks:paint_can, 颜料罐
openblocks:canvas_glass, 画布
openblocks:projector, 高度图投影仪
openblocks:drawing_table, 绘图桌
openblocks:sky:0, 天空方块
openblocks:sky:1, 天空方块
openblocks:xp_shower, 经验莲蓬头
openblocks:golden_egg, 金蛋
openblocks:scaffolding, 脚手架
openblocks:hang_glider, 滑翔翼
openblocks:generic:0, 滑翔翼
openblocks:generic:1, 连杆
openblocks:generic:2, 起重机引擎
openblocks:generic:3, 起重机磁铁
openblocks:generic:5, 缆绳
openblocks:generic:6, 地图调节器模块
openblocks:generic:7, 地图存储模块
openblocks:generic:9, 助力底座
openblocks:generic:10, 空白模板
openblocks:generic:11, 绘图笔
openblocks:luggage, 行李箱
openblocks:sonic_glasses, 音波眼镜
openblocks:pencil_glasses:0, 铅笔眼镜
openblocks:crayon_glasses:0, 蜡笔眼镜
openblocks:crayon_glasses:0, 蜡笔眼镜
openblocks:crayon_glasses:0, 蜡笔眼镜
openblocks:crayon_glasses:0, 蜡笔眼镜
openblocks:crayon_glasses:0, 蜡笔眼镜
openblocks:crayon_glasses:0, 蜡笔眼镜
openblocks:crayon_glasses:0, 蜡笔眼镜
openblocks:crayon_glasses:0, 蜡笔眼镜
openblocks:crayon_glasses:0, 蜡笔眼镜
openblocks:crayon_glasses:0, 蜡笔眼镜
openblocks:crayon_glasses:0, 蜡笔眼镜
openblocks:crayon_glasses:0, 蜡笔眼镜
openblocks:crayon_glasses:0, 蜡笔眼镜
openblocks:crayon_glasses:0, 蜡笔眼镜
openblocks:crayon_glasses:0, 蜡笔眼镜
openblocks:crayon_glasses:0, 蜡笔眼镜
openblocks:technicolor_glasses:0, 惊艳科幻色调眼镜
openblocks:serious_glasses:0, 恶棍眼镜
openblocks:crane_control, 起重机控制器
openblocks:crane_backpack, 起重机背包
openblocks:slimalyzer, 史莱姆区块探测器
openblocks:xp_bucket, 液态经验桶
openblocks:sleeping_bag, 睡袋
openblocks:paintbrush, 颜料刷
openblocks:stencil:0, 模板
openblocks:stencil:1, 模板
openblocks:stencil:2, 模板
openblocks:stencil:3, 模板
openblocks:stencil:4, 模板
openblocks:stencil:5, 模板
openblocks:stencil:6, 模板
openblocks:stencil:7, 模板
openblocks:stencil:8, 模板
openblocks:stencil:9, 模板
openblocks:stencil:10, 模板
openblocks:stencil:11, 模板
openblocks:stencil:12, 模板
openblocks:stencil:13, 模板
openblocks:stencil:14, 模板
openblocks:squeegee, 刮刀
openblocks:empty_map, 空白地图
openblocks:cartographer:0, 制图机器人
openblocks:tasty_clay, 美味粘土
openblocks:golden_eye, 黄金之眼
openblocks:generic_unstackable:0, 指针
openblocks:cursor, 游标
openblocks:info_book, 用开放式方块主宰世界
openblocks:dev_null, /dev/null
openblocks:sponge_on_a_stick, 海绵棒
openblocks:pedometer, 计步器
openblocks:epic_eraser, 史诗橡皮擦
openblocks:wrench, 大金属棒
openblocks:glyph:32, " " 雕文
openblocks:glyph:48, "0" 雕文
openblocks:glyph:49, "1" 雕文
openblocks:glyph:50, "2" 雕文
openblocks:glyph:51, "3" 雕文
openblocks:glyph:52, "4" 雕文
openblocks:glyph:53, "5" 雕文
openblocks:glyph:54, "6" 雕文
openblocks:glyph:55, "7" 雕文
openblocks:glyph:56, "8" 雕文
openblocks:glyph:57, "9" 雕文
openblocks:glyph:65, "A" 雕文
openblocks:glyph:66, "B" 雕文
openblocks:glyph:67, "C" 雕文
openblocks:glyph:68, "D" 雕文
openblocks:glyph:69, "E" 雕文
openblocks:glyph:70, "F" 雕文
openblocks:glyph:71, "G" 雕文
openblocks:glyph:72, "H" 雕文
openblocks:glyph:73, "I" 雕文
openblocks:glyph:74, "J" 雕文
openblocks:glyph:75, "K" 雕文
openblocks:glyph:76, "L" 雕文
openblocks:glyph:77, "M" 雕文
openblocks:glyph:78, "N" 雕文
openblocks:glyph:79, "O" 雕文
openblocks:glyph:80, "P" 雕文
openblocks:glyph:81, "Q" 雕文
openblocks:glyph:82, "R" 雕文
openblocks:glyph:83, "S" 雕文
openblocks:glyph:84, "T" 雕文
openblocks:glyph:85, "U" 雕文
openblocks:glyph:86, "V" 雕文
openblocks:glyph:87, "W" 雕文
openblocks:glyph:88, "X" 雕文
openblocks:glyph:89, "Y" 雕文
openblocks:glyph:90, "Z" 雕文
openblocks:glyph:97, "a" 雕文
openblocks:glyph:98, "b" 雕文
openblocks:glyph:99, "c" 雕文
openblocks:glyph:100, "d" 雕文
openblocks:glyph:101, "e" 雕文
openblocks:glyph:102, "f" 雕文
openblocks:glyph:103, "g" 雕文
openblocks:glyph:104, "h" 雕文
openblocks:glyph:105, "i" 雕文
openblocks:glyph:106, "j" 雕文
openblocks:glyph:107, "k" 雕文
openblocks:glyph:108, "l" 雕文
openblocks:glyph:109, "m" 雕文
openblocks:glyph:110, "n" 雕文
openblocks:glyph:111, "o" 雕文
openblocks:glyph:112, "p" 雕文
openblocks:glyph:113, "q" 雕文
openblocks:glyph:114, "r" 雕文
openblocks:glyph:115, "s" 雕文
openblocks:glyph:116, "t" 雕文
openblocks:glyph:117, "u" 雕文
openblocks:glyph:118, "v" 雕文
openblocks:glyph:119, "w" 雕文
openblocks:glyph:120, "x" 雕文
openblocks:glyph:121, "y" 雕文
openblocks:glyph:122, "z" 雕文
thermalfoundation:ore:0, 铜矿石
thermalfoundation:ore:1, 锡矿石
thermalfoundation:ore:2, 银矿石
thermalfoundation:ore:3, 铅矿石
thermalfoundation:ore:4, 铝矿石
thermalfoundation:ore:5, 镍矿石
thermalfoundation:ore:6, 铂矿石
thermalfoundation:ore:7, 铱矿石
thermalfoundation:ore:8, 蕴魔秘银矿石
thermalfoundation:ore_fluid:0, 油砂
thermalfoundation:ore_fluid:1, 油页岩
thermalfoundation:ore_fluid:2, 不稳定红石矿石
thermalfoundation:ore_fluid:3, 充能地狱岩
thermalfoundation:ore_fluid:4, 谐振末影矿石
thermalfoundation:ore_fluid:5, 油砂
thermalfoundation:storage:0, 铜块
thermalfoundation:storage:1, 锡块
thermalfoundation:storage:2, 银块
thermalfoundation:storage:3, 铅块
thermalfoundation:storage:4, 铝块
thermalfoundation:storage:5, 镍块
thermalfoundation:storage:6, 铂块
thermalfoundation:storage:7, 铱块
thermalfoundation:storage:8, 蕴魔秘银块
thermalfoundation:storage_alloy:0, 钢块
thermalfoundation:storage_alloy:1, 琥珀金块
thermalfoundation:storage_alloy:2, 殷钢块
thermalfoundation:storage_alloy:3, 青铜块
thermalfoundation:storage_alloy:4, 康铜块
thermalfoundation:storage_alloy:5, 信素块
thermalfoundation:storage_alloy:6, 流明块
thermalfoundation:storage_alloy:7, 末影块
thermalfoundation:storage_resource:0, 木炭块
thermalfoundation:storage_resource:1, 焦炭块
thermalfoundation:glass:0, 硬化铜玻璃
thermalfoundation:glass:1, 硬化锡玻璃
thermalfoundation:glass:2, 硬化银玻璃
thermalfoundation:glass:3, 硬化玻璃
thermalfoundation:glass:4, 硬化铝玻璃
thermalfoundation:glass:5, 硬化镍玻璃
thermalfoundation:glass:6, 硬化铂玻璃
thermalfoundation:glass:7, 硬化铱玻璃
thermalfoundation:glass:8, 硬化蕴魔秘银玻璃
thermalfoundation:glass_alloy:0, 硬化钢玻璃
thermalfoundation:glass_alloy:1, 硬化琥珀金玻璃
thermalfoundation:glass_alloy:2, 硬化殷钢玻璃
thermalfoundation:glass_alloy:3, 硬化青铜玻璃
thermalfoundation:glass_alloy:4, 硬化康铜玻璃
thermalfoundation:glass_alloy:5, 硬化信素玻璃
thermalfoundation:glass_alloy:6, 硬化流明玻璃
thermalfoundation:glass_alloy:7, 硬化末影玻璃
thermalfoundation:rockwool:0, 黑色石棉
thermalfoundation:rockwool:1, 红色石棉
thermalfoundation:rockwool:2, 绿色石棉
thermalfoundation:rockwool:3, 棕色石棉
thermalfoundation:rockwool:4, 蓝色石棉
thermalfoundation:rockwool:5, 紫色石棉
thermalfoundation:rockwool:6, 青色石棉
thermalfoundation:rockwool:7, 淡灰色石棉
thermalfoundation:rockwool:8, 灰色石棉
thermalfoundation:rockwool:9, 粉红色石棉
thermalfoundation:rockwool:10, 黄绿色石棉
thermalfoundation:rockwool:11, 黄色石棉
thermalfoundation:rockwool:12, 淡蓝色石棉
thermalfoundation:rockwool:13, 品红色石棉
thermalfoundation:rockwool:14, 橙色石棉
thermalfoundation:rockwool:15, 白色石棉
thermalfoundation:wrench:0, 新月锤
thermalfoundation:meter:0, 万用表
thermalfoundation:upgrade:0, 硬化升级套件
thermalfoundation:upgrade:1, 强化升级套件
thermalfoundation:upgrade:2, 信素升级套件
thermalfoundation:upgrade:3, 谐振升级套件
thermalfoundation:upgrade:33, 强化转换套件
thermalfoundation:upgrade:34, 信素转换套件
thermalfoundation:upgrade:35, 谐振转换套件
thermalfoundation:upgrade:256, 创造转换套件
thermalfoundation:security:0, 信素安全锁
thermalfoundation:diagram_redprint, 红图
thermalfoundation:tome_lexicon, 铁匠词典
thermalfoundation:tome_experience, 知识宝典
thermalfoundation:coin:0, 铁币
thermalfoundation:coin:1, 金币
thermalfoundation:coin:64, 铜币
thermalfoundation:coin:65, 锡币
thermalfoundation:coin:66, 银币
thermalfoundation:coin:67, 铅币
thermalfoundation:coin:68, 铝币
thermalfoundation:coin:69, 镍币
thermalfoundation:coin:70, 铂币
thermalfoundation:coin:71, 铱币
thermalfoundation:coin:72, 蕴魔秘银币
thermalfoundation:coin:96, 钢币
thermalfoundation:coin:97, 琥珀金币
thermalfoundation:coin:98, 殷钢币
thermalfoundation:coin:99, 青铜币
thermalfoundation:coin:100, 康铜币
thermalfoundation:coin:101, 信素币
thermalfoundation:coin:102, 流明币
thermalfoundation:coin:103, 末影币
thermalfoundation:fertilizer:0, 光合堆肥
thermalfoundation:fertilizer:1, 富集光合堆肥
thermalfoundation:fertilizer:2, 充能光合堆肥
thermalfoundation:bait:0, 水产饲料
thermalfoundation:bait:1, 富集水产饲料
thermalfoundation:bait:2, 软质水产饲料
thermalfoundation:dye:0, 黑色颜料
thermalfoundation:dye:1, 红色颜料
thermalfoundation:dye:2, 绿色颜料
thermalfoundation:dye:3, 棕色颜料
thermalfoundation:dye:4, 蓝色颜料
thermalfoundation:dye:5, 紫色颜料
thermalfoundation:dye:6, 青色颜料
thermalfoundation:dye:7, 淡灰色颜料
thermalfoundation:dye:8, 灰色颜料
thermalfoundation:dye:9, 粉红色颜料
thermalfoundation:dye:10, 黄绿色颜料
thermalfoundation:dye:11, 黄色颜料
thermalfoundation:dye:12, 淡蓝色颜料
thermalfoundation:dye:13, 品红色颜料
thermalfoundation:dye:14, 橙色颜料
thermalfoundation:dye:15, 白色颜料
thermalfoundation:material:0, 铁粉
thermalfoundation:material:1, 金粉
thermalfoundation:material:16, 钻石粒
thermalfoundation:material:17, 绿宝石粒
thermalfoundation:material:22, 木齿轮
thermalfoundation:material:23, 石齿轮
thermalfoundation:material:24, 铁齿轮
thermalfoundation:material:25, 金齿轮
thermalfoundation:material:26, 钻石齿轮
thermalfoundation:material:27, 绿宝石齿轮
thermalfoundation:material:32, 铁板
thermalfoundation:material:33, 金板
thermalfoundation:material:64, 铜粉
thermalfoundation:material:65, 锡粉
thermalfoundation:material:66, 银粉
thermalfoundation:material:67, 铅粉
thermalfoundation:material:68, 铝粉
thermalfoundation:material:69, 镍粉
thermalfoundation:material:70, 铂粉
thermalfoundation:material:71, 铱粉
thermalfoundation:material:72, 蕴魔秘银粉
thermalfoundation:material:96, 钢粉
thermalfoundation:material:97, 琥珀金粉
thermalfoundation:material:98, 殷钢粉
thermalfoundation:material:99, 青铜粉
thermalfoundation:material:100, 康铜粉
thermalfoundation:material:101, 信素粉
thermalfoundation:material:102, 流明粉
thermalfoundation:material:103, 末影粉
thermalfoundation:material:128, 铜锭
thermalfoundation:material:129, 锡锭
thermalfoundation:material:130, 银锭
thermalfoundation:material:131, 铅锭
thermalfoundation:material:132, 铝锭
thermalfoundation:material:133, 镍锭
thermalfoundation:material:134, 铂锭
thermalfoundation:material:135, 铱锭
thermalfoundation:material:136, 蕴魔秘银锭
thermalfoundation:material:160, 钢锭
thermalfoundation:material:161, 琥珀金锭
thermalfoundation:material:162, 殷钢锭
thermalfoundation:material:163, 青铜锭
thermalfoundation:material:164, 康铜锭
thermalfoundation:material:165, 信素锭
thermalfoundation:material:166, 流明锭
thermalfoundation:material:167, 末影锭
thermalfoundation:material:192, 铜粒
thermalfoundation:material:193, 锡粒
thermalfoundation:material:194, 银粒
thermalfoundation:material:195, 铅粒
thermalfoundation:material:196, 铝粒
thermalfoundation:material:197, 镍粒
thermalfoundation:material:198, 铂粒
thermalfoundation:material:199, 铱粒
thermalfoundation:material:200, 蕴魔秘银粒
thermalfoundation:material:224, 钢粒
thermalfoundation:material:225, 琥珀金粒
thermalfoundation:material:226, 殷钢粒
thermalfoundation:material:227, 青铜粒
thermalfoundation:material:228, 康铜粒
thermalfoundation:material:229, 信素粒
thermalfoundation:material:230, 流明粒
thermalfoundation:material:231, 末影粒
thermalfoundation:material:256, 铜齿轮
thermalfoundation:material:257, 锡齿轮
thermalfoundation:material:258, 银齿轮
thermalfoundation:material:259, 铅齿轮
thermalfoundation:material:260, 铝齿轮
thermalfoundation:material:261, 镍齿轮
thermalfoundation:material:262, 铂齿轮
thermalfoundation:material:263, 铱齿轮
thermalfoundation:material:264, 蕴魔秘银齿轮
thermalfoundation:material:288, 钢齿轮
thermalfoundation:material:289, 琥珀金齿轮
thermalfoundation:material:290, 殷钢齿轮
thermalfoundation:material:291, 青铜齿轮
thermalfoundation:material:292, 康铜齿轮
thermalfoundation:material:293, 信素齿轮
thermalfoundation:material:294, 流明齿轮
thermalfoundation:material:295, 末影齿轮
thermalfoundation:material:320, 铜板
thermalfoundation:material:321, 锡板
thermalfoundation:material:322, 银板
thermalfoundation:material:323, 铅板
thermalfoundation:material:324, 铝板
thermalfoundation:material:325, 镍板
thermalfoundation:material:326, 铂板
thermalfoundation:material:327, 铱板
thermalfoundation:material:328, 蕴魔秘银板
thermalfoundation:material:352, 钢板
thermalfoundation:material:353, 琥珀金板
thermalfoundation:material:354, 殷钢板
thermalfoundation:material:355, 青铜板
thermalfoundation:material:356, 康铜板
thermalfoundation:material:357, 信素板
thermalfoundation:material:358, 流明板
thermalfoundation:material:359, 末影板
thermalfoundation:material:512, 红石伺服器
thermalfoundation:material:513, 红石接收线圈
thermalfoundation:material:514, 红石传输线圈
thermalfoundation:material:515, 红石传导线圈
thermalfoundation:material:640, 工具箱
thermalfoundation:material:656, 钻头
thermalfoundation:material:657, 锯片
thermalfoundation:material:768, 煤粉
thermalfoundation:material:769, 炭粉
thermalfoundation:material:770, 黑曜石粉
thermalfoundation:material:771, 硫磺
thermalfoundation:material:772, 硝石
thermalfoundation:material:800, 锯末
thermalfoundation:material:801, 压缩锯末
thermalfoundation:material:802, 焦炭
thermalfoundation:material:816, 制浆生物质
thermalfoundation:material:817, 丰富的生物质
thermalfoundation:material:818, 制浆生物混合质
thermalfoundation:material:819, 丰富的生物混合质
thermalfoundation:material:832, 松香
thermalfoundation:material:833, 焦油沥青
thermalfoundation:material:864, 炉渣
thermalfoundation:material:865, 富炉渣
thermalfoundation:material:866, 朱砂
thermalfoundation:material:892, 沥青
thermalfoundation:material:893, 不稳定红石络合物
thermalfoundation:material:894, 充能络合物
thermalfoundation:material:895, 谐振末影络合物
thermalfoundation:material:1024, 炽焱粉
thermalfoundation:material:1025, 凛冰粉
thermalfoundation:material:1026, 空气粉
thermalfoundation:material:1027, 地岩粉
thermalfoundation:material:1028, 元始魔力粉
thermalfoundation:material:2048, 暴雪棒
thermalfoundation:material:2049, 暴雪粉
thermalfoundation:material:2050, 狂风棒
thermalfoundation:material:2051, 狂风粉
thermalfoundation:material:2052, 岩石棒
thermalfoundation:material:2053, 岩石粉
thermalfoundation:geode:0, 元始结晶
thermalfoundation:armor.helmet_copper, 铜头盔
thermalfoundation:armor.plate_copper, 铜胸甲
thermalfoundation:armor.legs_copper, 铜护腿
thermalfoundation:armor.boots_copper, 铜靴子
thermalfoundation:armor.helmet_tin, 锡头盔
thermalfoundation:armor.plate_tin, 锡胸甲
thermalfoundation:armor.legs_tin, 锡护腿
thermalfoundation:armor.boots_tin, 锡靴子
